age,industry,job title,annual salary,bonus,country,years of experience,field years of experience,highest level of education,gender
3,Media & Digital,systems analyst,45500.0,1100.0,USA,4,2,4.0,Man
2,Retail,General Manager,40150.0,3650.0,CAN,2,2,3.0,Woman
1,Nonprofits,Research Assistant ,45500.0,0.0,USA,1,0,3.0,Woman
2,Entertainment,Digital Marketing Manager,65000.0,0.0,USA,3,1,3.0,Woman
3,Education (Higher Education),Archivist ,63000.0,0.0,USA,2,2,4.0,Woman
2,"Marketing, Advertising & PR",Social Media Specialist,65000.0,0.0,USA,2,2,3.0,Woman
3,Law,"Assistant Director, Human Resources",96900.0,0.0,USA,4,2,5.0,Woman
3,Health care,Executive director,135000.0,0.0,USA,4,4,4.0,Woman
2,Recruitment or HR,Employee development coordinator ,40000.0,4000.0,USA,2,1,3.0,Woman
3,Recruitment or HR,HRIS Analyst,49900.0,0.0,USA,3,1,2.0,Woman
2,Veterinary,Project Lead ,50000.0,5000.0,USA,2,2,3.0,Woman
2,Computing or Tech,Front End Engineer,100000.0,10000.0,USA,1,1,2.0,Woman
4,Health care,Head of Information Security,175000.0,0.0,USA,6,5,3.0,Man
3,Health care,Clinical scientist,150000.0,20000.0,USA,3,3,6.0,Woman
3,Education (Primary/Secondary),Assistant Director,96900.0,0.0,USA,4,2,5.0,Woman
3,Health care,General Manager,140000.0,28000.0,USA,3,1,4.0,Woman
2,"Marketing, Advertising & PR",Media coordinator,35880.0,0.0,AUS,0,0,3.0,Woman
2,Law,Assistant US Attorney,120000.0,0.0,USA,3,3,5.0,Woman
2,Computing or Tech,"Manager, Revenue Operations",100000.0,10000.0,USA,2,2,3.0,Woman
3,Law,Office Manager,60500.0,2000.0,USA,4,4,3.0,Woman
2,Computing or Tech,RPA Developer,109200.0,0.0,USA,2,1,2.0,Woman
5,"Accounting, Banking & Finance",Small Business Administration Analyst ,72000.0,3000.0,USA,6,5,2.0,Woman
2,Translation,Translator,24396.0,2033.0,FRA,3,2,4.0,Prefer not to answer
3,Engineering or Manufacturing,Principal Software Engineer,126900.0,5900.0,USA,4,4,3.0,Man
5,Law,Senior Corporate Counsel,180000.0,50000.0,USA,6,5,5.0,Man
2,Sales,Sales Executive,55000.0,40000.0,USA,1,1,3.0,Man
2,Computing or Tech,Digital marketing manager,59000.0,3000.0,USA,1,1,3.0,Woman
5,Law,Senior Corporate Counsel,180000.0,50000.0,USA,6,5,5.0,Man
2,Computing or Tech,Software Engineer,175000.0,175000.0,USA,4,4,2.0,Man
4,"Accounting, Banking & Finance",Network Engineer,172000.0,28000.0,USA,5,5,3.0,Man
4,Health care,Network Administrator,70000.0,8000.0,USA,2,2,3.0,Woman
5,Business or Consulting,Consultant,60691.47,0.0,NLD,5,4,5.0,Man
3,Retail,Assistant Store Leader,59310.0,6000.0,USA,5,5,3.0,Woman
2,Health care,Psychometrist,42000.0,100.0,USA,0,0,4.0,Woman
3,Government and Public Administration,Account Representative - Editorial,62000.0,0.0,USA,4,4,3.0,Woman
2,Engineering or Manufacturing,Senior staff engineer,153500.0,6000.0,USA,1,1,6.0,Woman
3,Insurance,System Treaty Analyst ,69000.0,10000.0,USA,4,4,3.0,Woman
2,Landscape Architecture,Landscape Architect/Associate,82000.0,4000.0,USA,3,3,4.0,Woman
2,Nonprofits,Social Media Manager,40000.0,0.0,USA,2,2,3.0,Woman
3,"Accounting, Banking & Finance",Tax principal,131000.0,13000.0,USA,4,4,4.0,Man
2,Recruitment or HR,Recruiter ,48000.0,20000.0,USA,1,1,3.0,Woman
2,Publishing,Production Assistant,44000.0,0.0,USA,1,1,3.0,Woman
2,"Accounting, Banking & Finance",Investment Professional,180000.0,200000.0,USA,2,2,3.0,Woman
2,Engineering or Manufacturing,Specialist ,78000.0,4000.0,USA,2,1,4.0,Woman
3,Computing or Tech,Senior Technical Writer,74460.0,5617.349999999999,CAN,4,4,3.0,Woman
2,Engineering or Manufacturing,Senior Financial Analyst,107000.0,20000.0,USA,3,3,4.0,Man
2,Nonprofits,Associate Program Manager,42900.0,0.0,USA,2,1,3.0,Woman
2,Media & Digital,Account Manager,43400.0,0.0,GBR,2,2,1.0,Woman
2,Edtech,Content Manager,33480.0,0.0,GBR,2,1,3.0,Woman
2,Computing or Tech,UX Researcher,66000.0,0.0,USA,4,1,4.0,Woman
2,Retail mid level management,"General Manager, Inventory Manager",36000.0,3000.0,USA,4,4,2.0,Woman
3,Education (Higher Education),Visiting Assistant Professor of Physics,57000.0,0.0,USA,4,4,6.0,Man
3,Computing or Tech,Senior Copywriter,89000.0,17000.0,USA,4,3,4.0,Woman
2,Computing or Tech,"Manager, Program Management",115000.0,25000.0,USA,4,2,3.0,Woman
3,Health care,Staff Assistant III,45760.0,100.0,USA,3,3,3.0,Woman
3,Publishing,Project Editor,43000.0,0.0,USA,2,0,6.0,Woman
2,Law,Attorney-Advisor,136776.0,1200.0,USA,4,3,5.0,Woman
2,Education (Higher Education),Assistant Editor,38400.0,0.0,USA,3,3,3.0,Woman
3,Health care,Nurse ,104000.0,0.0,USA,4,4,3.0,Woman
3,Education (Higher Education),Assoicate Library Director,101000.0,0.0,USA,4,4,4.0,Woman
3,Media & Digital,Senior production editor,56000.0,0.0,USA,3,3,3.0,Woman
3,"Marketing, Advertising & PR",Supervisor Project Coordination,63000.0,0.0,USA,5,5,3.0,Woman
3,Government and Public Administration,Budget Coordinator,126000.0,0.0,USA,4,4,4.0,Woman
2,Law,Paralegal ,95000.0,9000.0,USA,3,3,3.0,Woman
2,Computing or Tech,software engineer,176000.0,0.0,USA,3,3,4.0,Man
3,Retail,Book shelver,25550.0,0.0,CAN,4,4,3.0,Prefer not to answer
2,Retail,Senior Strategic Sourcing Manager,133000.0,15000.0,USA,4,1,3.0,Woman
2,Computing or Tech,CX Lead and Scrum Master,87500.0,1000.0,USA,4,2,3.0,Man
2,Government and Public Administration,Public Health contractor ,57000.0,0.0,USA,1,1,4.0,Man
3,Law,Attorney,160000.0,0.0,USA,4,4,5.0,Woman
5,Sales,Strategic Account Manager,98000.0,20000.0,USA,6,5,3.0,Woman
2,Business or Consulting,consultant,65000.0,5000.0,USA,2,1,4.0,Woman
3,Health care,Billing Team Lead,37000.0,0.0,USA,4,4,1.0,Woman
3,Education (Higher Education),Director of Advising and Career ,67000.0,0.0,USA,5,4,4.0,Woman
4,Engineering or Manufacturing,Human Resources Generalist,62000.0,5000.0,USA,4,4,3.0,Woman
2,Environment and sustainability,Consultant ,33480.0,0.0,GBR,1,0,4.0,Woman
2,Transport or Logistics,Software Engineer Intern,112320.0,0.0,USA,3,0,3.0,Woman
2,Health care,Clinical Research Project Manager,66400.0,0.0,USA,3,2,4.0,Woman
2,Retail,Materials Developer,75110.0,0.0,USA,2,1,3.0,Woman
1,Retail,Pharmacy Technician,33425.0,0.0,USA,0,0,3.0,Woman
3,Computing or Tech,Segment Marketing Manager,87000.0,12000.0,USA,4,4,3.0,Woman
2,Computing or Tech,HRIS Architect,155000.0,0.0,USA,4,3,3.0,Woman
2,Recruitment or HR,Operations Analyst,71000.0,1000.0,USA,2,2,3.0,Woman
2,Computing or Tech,Software Engineer II,78750.0,4000.0,USA,4,1,3.0,Woman
3,Nonprofits,Database and evaluation coordinator,62000.0,0.0,USA,3,2,4.0,Woman
2,Art & Design,Interior Designer,57000.0,6400.0,USA,2,2,3.0,Woman
2,Education (Higher Education),Technical Services Librarian,40170.0,5000.0,USA,1,1,4.0,Woman
2,Government and Public Administration,Library Assistant,32460.0,62.0,USA,2,2,3.0,Woman
4,Education (Higher Education),Assistant Professor,70000.0,0.0,USA,4,4,6.0,Woman
2,Engineering or Manufacturing,Senior Staff Engineer,75000.0,4000.0,USA,2,2,4.0,Man
2,Engineering or Manufacturing,Department Manager,98000.0,4000.0,USA,3,2,4.0,Woman
3,"Marketing, Advertising & PR",VP Client Services,91980.0,0.0,CAN,4,4,3.0,Man
3,Computing or Tech,DevOps Engineer,42160.0,2480.0,GBR,4,3,3.0,Man
3,Computing or Tech,Director of sales,90000.0,15000.0,USA,4,1,2.0,Woman
2,"Leisure, Sport & Tourism",Regional operations manager,67500.0,0.0,USA,3,2,4.0,Woman
3,Education (Primary/Secondary),High School Teacher,56650.0,1000.0,USA,2,1,4.0,Woman
3,Nonprofits,Senior Manager,58900.0,620.0,GBR,4,4,4.0,Woman
3,"Marketing, Advertising & PR",Marketing Content Manager,69000.0,0.0,USA,3,2,3.0,Woman
4,Law,Administrative Law Specialist,125364.0,0.0,USA,4,4,5.0,Man
2,"Accounting, Banking & Finance",Senior Tax Accountant ,75000.0,0.0,USA,2,2,3.0,Woman
2,Computing or Tech,Product researcher,93440.0,14600.0,CAN,3,1,6.0,Woman
4,"Accounting, Banking & Finance",Accounting Manager,75000.0,0.0,USA,3,3,3.0,Woman
2,Engineering or Manufacturing,Client Account Partner,90000.0,0.0,USA,2,2,3.0,Woman
2,Computing or Tech,Front End Web Developer,85000.0,10200.0,USA,1,1,3.0,Woman
3,Computing or Tech,Devops,65700.0,0.0,CAN,5,5,3.0,Man
2,Computing or Tech,Project Manager,128000.0,12800.0,USA,4,3,4.0,Woman
2,Health care,emt,37400.0,0.0,USA,3,2,2.0,Man
2,"Accounting, Banking & Finance",Finance and payroll support analyst,54000.0,1000.0,USA,3,3,3.0,Woman
4,Media & Digital,Editorial Director,105000.0,0.0,USA,6,6,3.0,Woman
2,"Accounting, Banking & Finance",Associate,85000.0,15000.0,USA,2,2,3.0,Woman
2,Health care,Outpatient Medical Coder,43160.0,0.0,USA,2,2,3.0,Woman
2,Engineering or Manufacturing,Mechanical Engineer II,94000.0,16000.0,USA,2,2,3.0,Man
3,Architecture,Senior Architect,145000.0,7000.0,USA,4,4,4.0,Woman
3,Retail,IT Mac Lead,52700.0,1240.0,GBR,5,5,3.0,Man
2,Construction,HR Specialist,47100.0,5000.0,USA,4,1,3.0,Woman
3,Education (Higher Education),Academic Librarian,80000.0,0.0,USA,4,3,4.0,Woman
2,Retail,Assistant Store Manager,50000.0,0.0,USA,2,2,3.0,Woman
3,Computing or Tech,senior technical professional,110000.0,2000.0,USA,2,2,3.0,Man
3,Computing or Tech,Product Manager,99000.0,15000.0,USA,4,4,3.0,Woman
1,Computing or Tech,Business Intelligence Analyst,43800.0,0.0,CAN,0,0,3.0,Man
4,Engineering or Manufacturing,Engineering Manager,168000.0,17000.0,USA,6,5,4.0,Man
4,Computing or Tech,Principal Engineer,175000.0,125000.0,NZL,5,4,1.0,Man
1,Nonprofits,Full Stack Developer,52000.0,0.0,NZL,0,0,2.0,Man
2,Computing or Tech,Senior Customer Champion,57164.0,8680.0,GBR,3,2,3.0,Man
4,Education (Higher Education),Professional Teaching Fellow,117000.0,0.0,NZL,5,5,3.0,Man
2,"Accounting, Banking & Finance",Partner,120250.0,19500.0,NZL,3,3,3.0,Man
3,Transport or Logistics,Senior software engineer 250000,162500.0,0.0,NZL,4,4,1.0,Man
3,Property or Construction,Purchasing Specialist,37440.0,0.0,USA,4,0,3.0,Woman
2,Nonprofits,Districtwide Program Coordinator,47000.0,0.0,USA,3,3,4.0,Woman
3,"Accounting, Banking & Finance",Financial Reporting Associate,45000.0,2500.0,USA,5,3,3.0,Woman
5,Law,Litigation assistant,86000.0,8000.0,USA,7,6,4.0,Woman
3,Education (Higher Education),accreditation manager,49.6,0.0,GBR,1,0,4.0,Woman
3,Library,Assistant Director & District Consultant,81000.0,0.0,USA,4,4,4.0,Woman
2,Political Research,Research Analyst,40000.0,1300.0,USA,1,0,3.0,Man
1,Media & Digital,Analyst,65000.0,5000.0,USA,1,1,3.0,Man
4,Education (Higher Education),Administrative Support Assistant 4,47196.0,0.0,USA,5,4,2.0,Woman
1,Environmnetal ,Ecological specialist ,43000.0,3000.0,USA,2,1,3.0,Woman
4,Media & Digital,Program Manager,65000.0,0.0,USA,4,4,3.0,Man
2,Computing or Tech,Services and Systems designer,49000.0,0.0,USA,4,2,3.0,Prefer not to answer
2,"Marketing, Advertising & PR",Account Coordinator ,43500.0,0.0,USA,1,1,3.0,Woman
3,Computing or Tech,Client success manager ,65000.0,15000.0,USA,2,1,3.0,Woman
3,"Accounting, Banking & Finance",DevOps engineer,135000.0,13500.0,USA,3,0,3.0,Man
3,Education (Higher Education),Associate Professor,100000.0,10000.0,USA,4,4,6.0,Woman
3,Transport or Logistics,Warehouse Supervisor,60000.0,0.0,USA,5,2,4.0,Woman
3,"Accounting, Banking & Finance","articling student, accounting",32850.0,0.0,CAN,4,0,3.0,Woman
4,Health care,Data Analyst,80000.0,1300.0,USA,5,1,6.0,Woman
4,Computing or Tech,Senior Software Engineer II,129000.0,11000.0,USA,5,5,3.0,Woman
3,Computing or Tech,"DevOps, Senior Engineer",176000.0,17600.0,USA,4,2,3.0,Man
2,Insurance,Business Analyst,74000.0,6000.0,USA,1,1,3.0,Woman
3,Health care,Nurse practitioner,105000.0,0.0,USA,4,1,4.0,Woman
3,"Marketing, Advertising & PR",Vice President of Public Relations,130000.0,3000.0,USA,4,4,3.0,Woman
1,"Accounting, Banking & Finance",Analyst,39680.0,3100.0,GBR,0,0,4.0,Man
3,Health care,Psychologist,91500.0,0.0,USA,3,3,6.0,Woman
2,Government and Public Administration,Marine science technician ,56000.0,0.0,USA,1,1,3.0,Man
3,Hospitality & Events,General Manager ,53000.0,0.0,USA,5,5,4.0,Woman
3,Business or Consulting,Salesforce Consultant,94000.0,7000.0,USA,4,3,3.0,Prefer not to answer
2,Education (Higher Education),Postdoctoral Fellow,56000.0,0.0,USA,3,3,6.0,Man
5,Education (Primary/Secondary),Administrative Office Associate,58600.0,3500.0,USA,6,4,3.0,Woman
3,Health care,Account Manager,135000.0,135000.0,USA,4,4,4.0,Woman
2,Biotechnology,Process engineer,107000.0,5000.0,USA,2,1,3.0,Woman
2,Recruitment or HR,Human Resources Administrator,58000.0,0.0,USA,3,0,3.0,Woman
2,Education (Higher Education),PhD student,31000.0,0.0,USA,3,3,4.0,Woman
2,Transport or Logistics,Human Resources Coordinator,39520.0,2500.0,USA,1,1,2.0,Man
2,EdTech,Junior Software Engineer,90000.0,0.0,USA,2,0,3.0,Woman
2,Computing or Tech,Software Engineer,140000.0,0.0,USA,2,1,3.0,Prefer not to answer
1,"Accounting, Banking & Finance",Business manager,130000.0,10000.0,USA,1,1,3.0,Woman
1,Retail,Full time assistant manager,26000.0,0.0,USA,2,1,1.0,Prefer not to answer
2,Computing or Tech,Director of Cybersecurity,120000.0,0.0,USA,3,1,4.0,Woman
1,Business or Consulting,Management consultant ,65000.0,0.0,USA,0,0,3.0,Woman
2,Media & Digital,Product Designer,120000.0,12000.0,USA,1,1,4.0,Woman
4,Computing or Tech,Operations Manager,100000.0,12000.0,USA,5,4,3.0,Woman
3,Government and Public Administration,Programme Manager,50290.0,0.0,AUT,4,4,4.0,Woman
2,Public Policy,Special Events Associate,56000.0,0.0,USA,2,1,3.0,Woman
2,Nonprofits,College Success Manager,45000.0,0.0,USA,3,1,4.0,Woman
1,Media & Digital,Content Strategy Associate,54000.0,0.0,USA,1,1,3.0,Woman
2,Nonprofits,Editor,57000.0,2000.0,USA,2,2,3.0,Man
2,Nonprofits,Research Assistant,48500.0,500.0,USA,1,1,3.0,Woman
2,Nonprofits,Digital analytics specialist,56000.0,0.0,USA,1,1,3.0,Woman
3,Business or Consulting,Executive assistant,62000.0,5000.0,USA,2,2,3.0,Woman
5,"Accounting, Banking & Finance",Customer Service,28080.0,2000.0,USA,5,2,3.0,Woman
3,Transport or Logistics,Logistics coordinator,52000.0,2000.0,USA,3,1,4.0,Woman
2,Business or Consulting,Consultant,130000.0,0.0,USA,3,3,3.0,Man
3,Computing or Tech,Senior Project Manager,52000.0,43000.0,THA,4,2,4.0,Woman
2,Law,Legal Secretary/Paralegal,40664.0,0.0,USA,4,4,3.0,Woman
4,Engineering or Manufacturing,Associate Staff Scientist,80000.0,2000.0,USA,5,5,4.0,Woman
2,Law,Legal Secretary/Paralegal,36000.0,0.0,USA,2,2,3.0,Woman
3,"Accounting, Banking & Finance",Manager,69350.0,7300.0,CAN,2,2,5.0,Woman
2,"Accounting, Banking & Finance",Corporate tax adviser ,34503.0,0.0,GBR,1,1,3.0,Woman
2,Computing or Tech,Systems Engineer,80250.0,0.0,FRA,2,2,4.0,Man
3,"Accounting, Banking & Finance",Banker,40000.0,2000.0,USA,1,1,3.0,Woman
3,Computing or Tech,Sr. Sales Compensation Analyst,115000.0,5000.0,USA,4,3,1.0,Woman
2,Retail,Senior Logistics Analyst,70000.0,7000.0,USA,2,2,2.0,Woman
4,Education (Primary/Secondary),Science teacher,70000.0,0.0,USA,5,5,4.0,Man
2,Health care,Project Manager,101000.0,10000.0,USA,3,3,4.0,Man
2,Social Work,School social worker,54000.0,0.0,USA,0,0,4.0,Woman
3,Social Work,Program director ,74000.0,0.0,USA,4,4,4.0,Woman
2,Computing or Tech,Solutions Engineer,140000.0,0.0,USA,3,1,3.0,Woman
2,Law,In-House Counsel,73000.0,21900.0,CAN,2,0,5.0,Woman
3,Property or Construction,Location Analyst,78000.0,3500.0,USA,4,2,4.0,Woman
1,Computing or Tech,Project Based Escalated CSR Rep and Specialized QA Auditor,36958.0,1500.0,USA,4,1,1.0,Man
2,Computing or Tech,Privacy Program Manager,163000.0,30000.0,USA,3,3,4.0,Woman
2,Utilities & Telecommunications,Leasing Administrator ,41000.0,0.0,USA,3,0,4.0,Woman
3,Computing or Tech,Consulting Manager,150000.0,40000.0,USA,4,2,4.0,Woman
5,Property or Construction,Human Resources Manager,45000.0,0.0,USA,6,3,3.0,Woman
4,Nonprofits,Office Manager,57000.0,0.0,USA,5,4,3.0,Woman
4,Health care,Medical supply tech,37500.0,1000.0,USA,4,4,2.0,Woman
3,Nonprofits,Program coordinator ,48000.0,0.0,USA,4,2,4.0,Prefer not to answer
3,Health care,"Director, Revenue Cycle",115000.0,11500.0,USA,4,4,4.0,Woman
5,Media & Digital,"Graphic Designer, Major Accounts",53800.0,1000.0,USA,6,6,3.0,Woman
2,Nonprofits,Assistant Administrator,62063.0,0.0,USA,4,4,3.0,Woman
2,Computing or Tech,Product Manager,82500.0,0.0,USA,2,2,4.0,Woman
2,Publishing,Marketing Manager,40000.0,0.0,USA,1,1,3.0,Woman
3,Nonprofits,Web Developer,66000.0,0.0,USA,4,4,4.0,Woman
3,Engineering or Manufacturing,Hydrogeologist,75200.0,5000.0,USA,3,2,4.0,Man
3,Media & Digital,Office Administrator,48000.0,0.0,USA,4,4,3.0,Woman
2,Ed tech,Education Program Coordinator,54750.0,0.0,CAN,3,0,3.0,Woman
3,Veterinary ,Technician ,52000.0,0.0,USA,5,5,3.0,Woman
3,Computing or Tech,Accounting Manager,85000.0,0.0,USA,4,3,3.0,Woman
2,"Accounting, Banking & Finance",Assistant Branch Manager ,34857.5,2920.0,CAN,1,1,3.0,Prefer not to answer
1,Health care,Developmental Therapy - Communication Specialist,56150.0,0.0,USA,2,0,3.0,Prefer not to answer
3,Engineering or Manufacturing,Senior financial analyst,86000.0,3200.0,USA,4,4,4.0,Woman
5,"Accounting, Banking & Finance",Senior accountant CPA ,87000.0,6000.0,USA,4,2,4.0,Woman
2,Education (Higher Education),Administrative Manager,60000.0,0.0,USA,2,1,3.0,Woman
2,Computing or Tech,Testing Manager,72000.0,21000.0,USA,2,2,4.0,Woman
2,"Accounting, Banking & Finance",Associate Credit Analyst,58240.0,1500.0,USA,1,0,3.0,Woman
3,Sales,Wine Steward,34528.0,4000.0,USA,5,1,4.0,Woman
4,Government and Public Administration,Director,171000.0,0.0,USA,4,3,4.0,Woman
1,Government and Public Administration,Communications Co-op Student,29200.0,0.0,CAN,0,0,3.0,Woman
3,Media & Digital,Director Product Management,175000.0,10000.0,USA,4,3,2.0,Woman
2,Computing or Tech,Systems Engineer,77000.0,12000.0,USA,1,1,3.0,Man
2,Health care,Business Systems Analyst,80000.0,5000.0,USA,3,1,3.0,Woman
2,Engineering or Manufacturing,Assistant staff,86000.0,0.0,USA,2,2,3.0,Woman
2,association management,Manager of Membership Engagement,68000.0,0.0,USA,3,2,4.0,Woman
3,Computing or Tech,Operations Manager and HR Generalist,108000.0,0.0,USA,4,3,2.0,Woman
6,Health care,Physician Assistant,134000.0,3500.0,USA,5,4,4.0,Woman
4,Environmental Consulting,Biologist,59000.0,0.0,USA,4,4,4.0,Woman
3,Literature,Funding and Program coordinator,39420.0,0.0,CAN,4,1,6.0,Woman
2,Government and Public Administration,Investigator,55000.0,0.0,USA,2,1,3.0,Woman
1,Engineering or Manufacturing,Design Engineer,79000.0,10000.0,USA,0,0,4.0,Woman
3,"Accounting, Banking & Finance",Associate Director Development,152000.0,8000.0,USA,4,4,3.0,Man
3,Property or Construction,Sales process manager ,59800.0,0.0,NZL,4,2,4.0,Woman
1,Media & Digital,Digital Marketing Specialist,48000.0,1000.0,USA,1,1,3.0,Woman
2,Engineering or Manufacturing,Commercial Specialist,45760.0,9000.0,USA,2,1,3.0,Prefer not to answer
3,Nonprofits,Program Director,127000.0,2000.0,USA,4,3,3.0,Woman
4,Engineering or Manufacturing,Production Control Coordinator,47000.0,500.0,USA,5,0,3.0,Woman
4,Computing or Tech,"Supervisor, Surgery/Anesthesia EHR Module",109700.0,2200.0,USA,5,1,4.0,Woman
3,Engineering or Manufacturing,Industrial hygiene specialist ,115000.0,11500.0,USA,4,3,4.0,Woman
3,Government and Public Administration,Team Lead,81760.0,0.0,UNK,3,3,6.0,Woman
3,Media & Digital,Corporate Counsel ,120000.0,0.0,USA,3,3,5.0,Man
4,Education (Higher Education),Program Assistant,38750.0,0.0,USA,5,1,3.0,Woman
5,Law,Legal secretary,85000.0,8000.0,USA,6,5,4.0,Woman
4,Nonprofits,Director of Operations ,180.0,0.0,USA,5,3,5.0,Woman
2,Utilities & Telecommunications,Fiber Engineer,50000.0,20000.0,USA,4,1,3.0,Man
2,Business or Consulting,Vice President,160000.0,70000.0,USA,2,1,4.0,Woman
4,Engineering or Manufacturing,"Manager, events and marketing services",85000.0,5000.0,USA,4,4,3.0,Prefer not to answer
2,Education (Primary/Secondary),French teacher,56000.0,0.0,USA,4,3,6.0,Woman
3,Computing or Tech,Senior product owner,76650.0,0.0,CAN,4,1,3.0,Woman
4,Computing or Tech,Infrastructure Engineer,125000.0,0.0,USA,5,5,2.0,Man
2,"Marketing, Advertising & PR",Market Research Analyst,44500.0,1000.0,USA,3,3,3.0,Woman
3,Nonprofits,Program Manager,60590.0,0.0,CAN,4,4,4.0,Woman
2,Computing or Tech,Principal Technical Writer,135000.0,20000.0,USA,2,2,3.0,Woman
2,Sales,Sales Program Manager,140000.0,5000.0,USA,3,2,4.0,Woman
3,Software,Office Manager,60000.0,0.0,USA,4,4,3.0,Woman
3,"Accounting, Banking & Finance",Assistant Controller,66400.0,0.0,USA,4,4,4.0,Woman
2,Computing or Tech,Manager of Business Intelligence,143000.0,21000.0,USA,2,2,3.0,Man
4,Government and Public Administration,Program Analyst,118000.0,3500.0,USA,4,3,5.0,Woman
